"","date","home.team","home.score","away.team","away.score","home.residuals","away.residuals","pred.home.score","pred.away.score","home.attack","home.defend","away.attack","away.defend","home.win","away.win","tie","home.shutout","away.shutout"
"547",2020-12-23,"Leganes",1,"Sevilla",1,0.162481894874969,-0.404620841344389,0.837518105125031,1.40462084134439,-0.0600781850140452,-0.0938608345457289,0.433628237099825,-0.117234212442798,22.264,50.267,27.469,43.419,24.592
"548",2020-12-23,"Valencia",2,"Huesca",1,0.161334677491659,0.0111529055105583,1.83866532250834,0.988847094489442,0.407168111587178,-0.215892442490906,0.204676877000192,0.201871828624924,57.201,20.17,22.629,16.14,37.278
"549",2020-12-23,"Vallecano",2,"Levante",1,0.698293918467746,-0.90368060326889,1.30170608153225,1.90368060326889,0.146485428814232,0.288677046139887,0.355112125773631,0.117190345657337,26.104,51.425,22.471,27.225,14.851
